"","x"
"576",12.6
"577",12.6
"578",12.6
"579",12.6
"580",12.6
"581",12.6
"582",12.6
"583",12.6
"584",12.6
"585",12.6
"586",12.6
"587",12.6
"588",12.6
"589",12.6
"590",12.6
"591",12.6
"592",12.6
"593",12.6
"594",12.6
"595",12.6
"596",12.6
"597",12.6
"598",12.6
"599",12.6
"600",12.6
"601",12.6
"602",12.6
"603",12.6
"604",12.6
"605",12.6
"606",12.6
"607",12.6
"608",12.6
"609",12.6
"610",12.6
"611",12.6
"612",12.6
"613",12.6
"614",12.6
"615",12.6
"616",12.6
"617",12.6
"618",12.6
"619",12.6
"620",12.6
"621",12.6
"622",12.6
"623",12.6
"624",12.6
"625",12.6
"626",12.6
"627",12.6
"628",12.6
"629",12.6
"630",12.6
"631",12.6
"632",12.6
"633",12.6
"634",12.6
"635",12.6
"636",12.6
"637",12.6
"638",12.6
"639",12.6
"640",12.6
"641",12.6
"642",12.6
"643",12.6
"644",12.6
"645",12.6
"646",12.6
"647",12.6
"648",12.6
"649",12.6
"650",12.6
"651",12.6
"652",12.6
"653",12.6
"654",12.6
"655",13.5
"656",13.5
"657",13.5
"658",13.5
"659",13.5
"660",13.5
"661",13.5
"662",13.5
"663",13.5
"664",13.5
"665",13.5
"666",13.5
"667",13.5
"668",13.5
"669",13.5
"670",13.5
"671",13.5
"672",13.5
"673",13.5
"674",13.5
"675",13.5
"676",13.5
"677",13.5
"678",13.5
"679",13.5
"680",13.5
"681",13.5
"682",13.5
"683",13.5
"684",13.5
"685",13.5
"686",13.5
"687",13.5
"688",13.5
"689",13.5
"690",13.5
"691",13.5
"692",13.5
"693",13.5
"694",13.5
"695",13.5
"696",13.5
"697",13.5
"698",13.5
"699",13.5
"700",13.5
"701",13.5
"702",13.5
"703",13.5
"704",13.5
"705",13.5
"706",13.5
"707",13.5
"708",13.5
"709",13.5
"710",13.5
"711",13.5
"712",13.5
"713",13.5
"714",13.5
"715",13.5
"716",13.5
"717",13.5
"718",13.5
"719",13.5
"720",13.5
"721",13.5
"722",13.5
"723",13.5
"724",13.5
"725",13.5
"726",13.5
"727",13.5
"728",13.5
"729",13.5
"730",13.5
"731",13.5
"732",13.5
"733",13.5
"734",13.5
"735",13.5
"736",13.5
"737",13.5
"738",13.5
"739",13.5
"740",13.5
"741",13.5
"742",13.5
"743",13.5
"744",13.5
"745",13.5
"746",13.5
"747",13.5
"748",13.5
"749",13.5
"750",13.5
"751",13.5
"752",13.5
"753",13.5
"754",13.5
"755",13.5
"756",13.5
"757",13.5
"758",13.5
"759",13.5
"760",13.5
"761",13.5
"762",13.5
"763",13.5
"764",13.5
"765",13.5
"766",13.5
"767",13.5
"768",13.5
"769",13.5
"770",13.5
"771",13.5
"772",13.5
"773",13.5
"774",13.5
"775",13.5
"776",13.5
"777",13.5
"778",13.5
"779",13.5
"780",13.5
"781",13.5
"782",13.5
"783",13.5
"784",13.5
"785",13.5
"786",13.5
"787",13.5
"788",13.5
"789",13.5
"790",13.5
"791",13.5
"792",13.5
"793",13.5
"794",13.5
"795",13.5
"796",13.5
"797",13.5
"798",13.5
"799",13.5
"800",13.5
"801",13.5
"802",13.5
"803",13.5
"804",13.5
"805",13.5
"806",13.5
"807",13.5
"808",13.5
"809",13.5
"810",13.5
"811",13.5
"812",13.5
"813",13.5
"814",13.5
"815",13.5
"816",13.5
"817",13.5
"818",13.5
"819",13.5
"820",13.5
"821",13.5
"822",13.5
"823",13.5
"824",13.5
"825",13.5
"826",13.5
"827",13.5
"828",13.5
"829",13.5
"830",13.5
"831",13.5
"832",13.5
"833",13.5
"834",13.5
"835",13.5
"836",13.5
"837",13.5
"838",13.5
"839",13.5
"840",13.5
"841",13.5
"842",13.5
"843",13.5
"844",13.5
"845",13.5
"846",13.5
"847",13.5
"848",13.5
"849",13.5
"850",13.5
"851",13.5
"852",13.5
"853",13.5
"854",13.5
"855",13.5
"856",13.5
"857",13.5
"858",13.5
"859",13.5
"860",13.5
"861",13.5
"862",13.5
"863",13.5
"864",13.5
"865",13.5
"866",13.5
"867",13.5
"868",13.5
"869",13.5
"870",13.5
"871",13.5
"872",13.5
"873",13.5
"874",13.5
"875",13.5
"876",13.5
"877",13.5
"878",13.5
"879",13.5
"880",13.5
"881",13.5
"882",13.5
"883",13.5
"884",13.5
"885",13.5
"886",13.5
"887",14.4
"888",14.4
"889",14.4
"890",14.4
"891",14.4
"892",14.4
"893",14.4
"894",14.4
"895",14.4
"896",14.4
"897",14.4
"898",14.4
"899",14.4
"900",14.4
"901",14.4
"902",14.4
"903",14.4
"904",14.4
"905",14.4
"906",14.4
"907",14.4
"908",14.4
"909",14.4
"910",14.4
"911",14.4
"912",14.4
"913",14.4
"914",14.4
"915",14.4
"916",14.4
"917",14.4
"918",14.4
"919",14.4
"920",14.4
"921",14.4
"922",14.4
"923",14.4
"924",14.4
"925",14.4
"926",14.4
"927",14.4
"928",14.4
"929",14.4
"930",14.4
"931",14.4
"932",14.4
"933",14.4
"934",14.4
"935",14.4
"936",14.4
"937",14.4
"938",14.4
"939",14.4
"940",14.4
"941",14.4
"942",14.4
"943",14.4
"944",14.4
"945",14.4
"946",14.4
"947",14.4
"948",14.4
"949",14.4
"950",14.4
"951",14.4
"952",14.4
"953",14.4
"954",14.4
"955",14.4
"956",14.4
"957",14.4
"958",14.4
"959",14.4
"960",14.4
"961",14.4
"962",14.4
"963",14.4
"964",14.4
"965",14.4
"966",14.4
"967",14.4
"968",14.4
"969",14.4
"970",14.4
"971",14.4
"972",14.4
"973",14.4
"974",14.4
"975",14.4
"976",14.4
"977",14.4
"978",14.4
"979",14.4
"980",14.4
"981",14.4
"982",14.4
"983",14.4
"984",14.4
"985",14.4
"986",14.4
"987",14.4
"988",14.4
"989",14.4
"990",14.4
"991",14.4
"992",14.4
"993",14.4
"994",14.4
"995",14.4
"996",14.4
"997",14.4
"998",14.4
"999",14.4
"1000",14.4
"1001",14.4
"1002",14.4
"1003",14.4
"1004",14.4
"1005",14.4
"1006",14.4
"1007",14.4
"1008",14.4
"1009",14.4
"1010",14.4
"1011",14.4
"1012",14.4
"1013",14.4
"1014",14.4
"1015",14.4
"1016",14.4
"1017",14.4
"1018",14.4
"1019",14.4
"1020",14.4
"1021",14.4
"1022",14.4
"1023",14.4
"1024",14.4
"1025",14.4
"1026",14.4
"1027",14.4
"1028",14.4
"1029",14.4
"1030",14.4
"1031",14.4
"1032",14.4
"1033",14.4
"1034",14.4
"1035",14.4
"1036",14.4
"1037",14.4
"1038",14.4
"1039",14.4
"1040",14.4
"1041",14.4
"1042",14.4
"1043",14.4
"1044",14.4
"1045",14.4
"1046",14.4
"1047",14.4
"1048",14.4
"1049",14.4
"1050",14.4
"1051",14.4
"1052",14.4
"1053",14.4
"1054",14.4
"1055",14.4
"1056",14.4
"1057",14.4
"1058",14.4
"1059",14.4
"1060",14.4
"1061",14.4
"1062",14.4
"1063",14.4
"1064",14.4
"1065",14.4
"1066",14.4
"1067",14.4
"1068",14.4
"1069",14.4
"1070",14.4
"1071",14.4
"1072",14.4
"1073",14.4
"1074",14.4
"1075",14.4
"1076",14.4
"1077",14.4
"1078",14.4
"1079",14.4
"1080",14.4
"1081",14.4
"1082",14.4
"1083",14.4
"1084",14.4
"1085",14.4
"1086",14.4
"1087",14.4
"1088",14.4
"1089",14.4
"1090",14.4
"1091",14.4
"1092",14.4
"1093",14.4
"1094",14.4
"1095",14.4
"1096",14.4
"1097",14.4
"1098",14.4
"1099",14.4
"1100",14.4
"1101",14.4
"1102",14.4
"1103",14.4
"1104",14.4
"1105",14.4
"1106",14.4
"1107",14.4
"1108",14.4
"1109",14.4
"1110",14.4
"1111",14.4
"1112",14.4
"1113",14.4
"1114",14.4
"1115",14.4
"1116",14.4
"1117",14.4
"1118",14.4
"1119",14.4
"1120",14.4
"1121",14.4
"1122",14.4
"1123",14.4
"1124",14.4
"1125",14.4
"1126",14.4
"1127",14.4
"1128",14.4
"1129",14.4
"1130",14.4
"1131",14.4
"1132",14.4
"1133",14.4
"1134",14.4
"1135",14.4
"1136",14.4
"1137",14.4
"1138",14.4
"1139",14.4
"1140",14.4
"1141",14.4
"1142",14.4
"1143",14.4
"1144",14.4
"1145",14.4
"1146",14.4
"1147",14.4
"1148",14.4
"1149",14.4
"1150",14.4
"1151",14.4
"1152",14.4
"1153",14.4
"1154",14.4
"1155",14.4
"1156",14.4
"1157",14.4
"1158",14.4
"1159",14.4
"1160",14.4
"1161",14.4
"1162",14.4
"1163",14.4
"1164",14.4
"1165",14.4
"1166",14.4
"1167",14.4
"1168",14.4
"1169",14.4
"1170",14.4
"1171",14.4
"1172",14.4
"1173",14.4
"1174",14.4
"1175",14.4
"1176",14.4
"1177",14.4
"1178",14.4
"1179",14.4
"1180",14.4
"1181",14.4
"1182",14.4
"1183",14.4
"1184",14.4
"1185",14.4
"1186",14.4
"1187",14.4
"1188",14.4
"1189",14.4
"1190",14.4
"1191",14.4
"1192",14.4
"1193",14.4
"1194",14.4
"1195",14.4
"1196",14.4
"1197",14.4
"1198",14.4
"1199",14.4
"1200",15.3
"1201",15.3
"1202",15.3
"1203",15.3
"1204",15.3
"1205",15.3
"1206",15.3
"1207",15.3
"1208",15.3
"1209",15.3
"1210",15.3
"1211",15.3
"1212",15.3
"1213",15.3
"1214",15.3
"1215",15.3
"1216",15.3
"1217",15.3
"1218",15.3
"1219",15.3
"1220",15.3
"1221",15.3
"1222",15.3
"1223",15.3
"1224",15.3
"1225",15.3
"1226",15.3
"1227",15.3
"1228",15.3
"1229",15.3
"1230",15.3
"1231",15.3
"1232",15.3
"1233",15.3
"1234",15.3
"1235",15.3
"1236",15.3
"1237",15.3
"1238",15.3
"1239",15.3
"1240",15.3
"1241",15.3
"1242",15.3
"1243",15.3
"1244",15.3
"1245",15.3
"1246",15.3
"1247",15.3
"1248",15.3
"1249",15.3
"1250",15.3
"1251",15.3
"1252",15.3
"1253",15.3
"1254",15.3
"1255",15.3
"1256",15.3
"1257",15.3
"1258",15.3
"1259",15.3
"1260",15.3
"1261",15.3
"1262",15.3
"1263",15.3
"1264",15.3
"1265",15.3
"1266",15.3
"1267",15.3
"1268",15.3
"1269",15.3
"1270",15.3
"1271",15.3
"1272",15.3
"1273",15.3
"1274",15.3
"1275",15.3
"1276",15.3
"1277",15.3
"1278",15.3
"1279",15.3
"1280",15.3
"1281",15.3
"1282",15.3
"1283",15.3
"1284",15.3
"1285",15.3
"1286",15.3
"1287",15.3
"1288",15.3
"1289",15.3
"1290",15.3
"1291",15.3
"1292",15.3
"1293",15.3
"1294",15.3
"1295",15.3
"1296",15.3
"1297",15.3
"1298",15.3
"1299",15.3
"1300",15.3
"1301",15.3
"1302",15.3
"1303",15.3
"1304",15.3
"1305",15.3
"1306",15.3
"1307",15.3
"1308",15.3
"1309",15.3
"1310",15.3
"1311",15.3
"1312",15.3
"1313",15.3
"1314",15.3
"1315",15.3
"1316",15.3
"1317",15.3
"1318",15.3
"1319",15.3
"1320",15.3
"1321",15.3
"1322",15.3
"1323",15.3
"1324",15.3
"1325",15.3
"1326",15.3
"1327",15.3
"1328",15.3
"1329",15.3
"1330",15.3
"1331",15.3
"1332",15.3
"1333",15.3
"1334",15.3
"1335",15.3
"1336",15.3
"1337",15.3
"1338",15.3
"1339",15.3
"1340",15.3
"1341",15.3
"1342",15.3
"1343",15.3
"1344",15.3
"1345",15.3
"1346",15.3
"1347",15.3
"1348",15.3
"1349",15.3
"1350",15.3
"1351",15.3
"1352",15.3
"1353",15.3
"1354",15.3
"1355",15.3
"1356",15.3
"1357",15.3
"1358",15.3
"1359",15.3
"1360",15.3
"1361",15.3
"1362",15.3
"1363",15.3
"1364",15.3
"1365",15.3
"1366",15.3
"1367",15.3
"1368",15.3
"1369",15.3
"1370",15.3
"1371",15.3
"1372",15.3
"1373",15.3
"1374",15.3
"1375",15.3
"1376",15.3
"1377",15.3
"1378",15.3
"1379",15.3
"1380",15.3
"1381",15.3
"1382",15.3
"1383",15.3
"1384",15.3
"1385",15.3
"1386",15.3
"1387",15.3
"1388",15.3
"1389",15.3
"1390",15.3
"1391",15.3
"1392",15.3
"1393",15.3
"1394",15.3
"1395",15.3
"1396",15.3
"1397",15.3
"1398",15.3
"1399",15.3
"1400",15.3
"1401",15.3
"1402",15.3
"1403",15.3
"1404",15.3
"1405",15.3
"1406",15.3
"1407",15.3
"1408",15.3
"1409",15.3
"1410",15.3
"1411",15.3
"1412",15.3
"1413",15.3
"1414",15.3
"1415",15.3
"1416",15.3
"1417",15.3
"1418",15.3
"1419",15.3
"1420",15.3
"1421",15.3
"1422",15.3
"1423",15.3
"1424",15.3
"1425",15.3
"1426",15.3
"1427",15.3
"1428",15.3
"1429",15.3
"1430",15.3
"1431",15.3
"1432",15.3
"1433",15.3
"1434",15.3
"1435",15.3
"1436",15.3
"1437",15.3
"1438",15.3
"1439",15.3
"1440",15.3
"1441",15.3
"1442",15.3
"1443",15.3
"1444",15.3
"1445",15.3
"1446",15.3
"1447",15.3
"1448",15.3
"1449",15.3
"1450",15.3
"1451",15.3
"1452",15.3
"1453",15.3
"1454",15.3
"1455",15.3
"1456",15.3
"1457",15.3
"1458",15.3
"1459",15.3
"1460",15.3
"1461",15.3
"1462",15.3
"1463",15.3
"1464",15.3
"1465",15.3
"1466",15.3
"1467",15.3
"1468",15.3
"1469",15.3
"1470",15.3
"1471",15.3
"1472",15.3
"1473",15.3
"1474",15.3
"1475",15.3
"1476",15.3
"1477",15.3
"1478",15.3
"1479",15.3
"1480",15.3
"1481",15.3
"1482",15.3
"1483",15.3
"1484",15.3
"1485",15.3
"1486",15.3
"1487",15.3
"1488",15.3
"1489",15.3
"1490",15.3
"1491",15.3
"1492",15.3
"1493",15.3
"1494",15.3
"1495",15.3
"1496",15.3
"1497",15.3
"1498",15.3
"1499",15.3
"1500",15.3
"1501",15.3
"1502",15.3
"1503",15.3
"1504",15.3
"1505",15.3
"1506",15.3
"1507",15.3
"1508",15.3
"1509",15.3
"1510",15.3
"1511",15.3
"1512",15.3
"1513",15.3
"1514",15.3
"1515",15.3
"1516",15.3
"1517",15.3
"1518",15.3
"1519",15.3
"1520",15.3
"1521",15.3
"1522",15.3
"1523",15.3
"1524",15.3
"1525",15.3
"1526",15.3
"1527",15.3
"1528",15.3
"1529",15.3
"1530",15.3
"1531",15.3
"1532",15.3
"1533",15.3
"1534",15.3
"1535",15.3
"1536",15.3
"1537",15.3
"1538",15.3
"1539",15.3
"1540",15.3
"1541",15.3
"1542",15.3
"1543",15.3
"1544",15.3
"1545",15.3
"1546",15.3
"1547",15.3
"1548",15.3
"1549",15.3
"1550",15.3
"1551",15.3
"1552",15.3
"1553",15.3
"1554",15.3
"1555",15.3
"1556",15.3
"1557",15.3
"1558",15.3
"1559",15.3
"1560",16.2
"1561",16.2
"1562",16.2
"1563",16.2
"1564",16.2
"1565",16.2
"1566",16.2
"1567",16.2
"1568",16.2
"1569",16.2
"1570",16.2
"1571",16.2
"1572",16.2
"1573",16.2
"1574",16.2
"1575",16.2
"1576",16.2
"1577",16.2
"1578",16.2
"1579",16.2
"1580",16.2
"1581",16.2
"1582",16.2
"1583",16.2
"1584",16.2
"1585",16.2
"1586",16.2
"1587",16.2
"1588",16.2
"1589",16.2
"1590",16.2
"1591",16.2
"1592",16.2
"1593",16.2
"1594",16.2
"1595",16.2
"1596",16.2
"1597",16.2
"1598",16.2
"1599",16.2
"1600",16.2
"1601",16.2
"1602",16.2
"1603",16.2
"1604",16.2
"1605",16.2
"1606",16.2
"1607",16.2
"1608",16.2
"1609",16.2
"1610",16.2
"1611",16.2
"1612",16.2
"1613",16.2
"1614",16.2
"1615",16.2
"1616",16.2
"1617",16.2
"1618",16.2
"1619",16.2
"1620",16.2
"1621",16.2
"1622",16.2
"1623",16.2
"1624",16.2
"1625",16.2
"1626",16.2
"1627",16.2
"1628",16.2
"1629",16.2
"1630",16.2
"1631",16.2
"1632",16.2
"1633",16.2
"1634",16.2
"1635",16.2
"1636",16.2
"1637",16.2
"1638",16.2
"1639",16.2
"1640",16.2
"1641",16.2
"1642",16.2
"1643",16.2
"1644",16.2
"1645",16.2
"1646",16.2
"1647",16.2
"1648",16.2
"1649",16.2
"1650",16.2
"1651",16.2
"1652",16.2
"1653",16.2
"1654",16.2
"1655",16.2
"1656",16.2
"1657",16.2
"1658",16.2
"1659",16.2
"1660",16.2
"1661",16.2
"1662",16.2
"1663",16.2
"1664",16.2
"1665",16.2
"1666",16.2
"1667",16.2
"1668",16.2
"1669",16.2
"1670",16.2
"1671",16.2
"1672",16.2
"1673",16.2
"1674",16.2
"1675",16.2
"1676",16.2
"1677",16.2
"1678",16.2
"1679",16.2
"1680",16.2
"1681",16.2
"1682",16.2
"1683",16.2
"1684",16.2
"1685",16.2
"1686",16.2
"1687",16.2
"1688",16.2
"1689",16.2
"1690",16.2
"1691",16.2
"1692",16.2
"1693",16.2
"1694",16.2
"1695",16.2
"1696",16.2
"1697",16.2
"1698",16.2
"1699",16.2
"1700",16.2
"1701",16.2
"1702",16.2
"1703",16.2
"1704",16.2
"1705",16.2
"1706",16.2
"1707",16.2
"1708",16.2
"1709",16.2
"1710",16.2
"1711",16.2
"1712",16.2
"1713",16.2
"1714",16.2
"1715",16.2
"1716",16.2
"1717",16.2
"1718",16.2
"1719",16.2
"1720",16.2
"1721",16.2
"1722",16.2
"1723",16.2
"1724",16.2
"1725",16.2
"1726",16.2
"1727",16.2
"1728",16.2
"1729",16.2
"1730",16.2
"1731",16.2
"1732",16.2
"1733",16.2
"1734",16.2
"1735",16.2
"1736",16.2
"1737",16.2
"1738",16.2
"1739",16.2
"1740",16.2
"1741",16.2
"1742",16.2
"1743",16.2
"1744",16.2
"1745",16.2
"1746",16.2
"1747",16.2
"1748",16.2
"1749",16.2
"1750",16.2
"1751",16.2
"1752",16.2
"1753",16.2
"1754",16.2
"1755",16.2
"1756",16.2
"1757",16.2
"1758",16.2
"1759",16.2
"1760",16.2
"1761",16.2
"1762",16.2
"1763",16.2
"1764",16.2
"1765",16.2
"1766",16.2
"1767",16.2
"1768",16.2
"1769",16.2
"1770",16.2
"1771",16.2
"1772",16.2
"1773",16.2
"1774",16.2
"1775",16.2
"1776",16.2
"1777",16.2
"1778",16.2
"1779",16.2
"1780",16.2
"1781",16.2
"1782",16.2
"1783",16.2
"1784",16.2
"1785",16.2
"1786",16.2
"1787",16.2
"1788",16.2
"1789",16.2
"1790",16.2
"1791",16.2
"1792",16.2
"1793",16.2
"1794",16.2
"1795",16.2
"1796",16.2
"1797",16.2
"1798",16.2
"1799",16.2
"1800",16.2
"1801",16.2
"1802",16.2
"1803",16.2
"1804",16.2
"1805",16.2
"1806",16.2
"1807",16.2
"1808",16.2
"1809",16.2
"1810",16.2
"1811",16.2
"1812",16.2
"1813",16.2
"1814",16.2
"1815",16.2
"1816",16.2
"1817",16.2
"1818",16.2
"1819",16.2
"1820",16.2
"1821",16.2
"1822",16.2
"1823",16.2
"1824",16.2
"1825",16.2
"1826",16.2
"1827",16.2
"1828",16.2
"1829",16.2
"1830",16.2
"1831",16.2
"1832",16.2
"1833",16.2
"1834",16.2
"1835",16.2
"1836",16.2
"1837",16.2
"1838",16.2
"1839",16.2
"1840",16.2
"1841",16.2
"1842",16.2
"1843",16.2
"1844",16.2
"1845",16.2
"1846",16.2
"1847",16.2
"1848",16.2
"1849",16.2
"1850",16.2
"1851",16.2
"1852",16.2
"1853",16.2
"1854",16.2
"1855",16.2
"1856",16.2
"1857",16.2
"1858",16.2
"1859",16.2
"1860",16.2
"1861",16.2
"1862",16.2
"1863",16.2
"1864",16.2
"1865",16.2
"1866",16.2
"1867",16.2
"1868",16.2
"1869",16.2
"1870",16.2
"1871",16.2
"1872",16.2
"1873",16.2
"1874",16.2
"1875",16.2
"1876",16.2
"1877",16.2
"1878",16.2
"1879",16.2
"1880",16.2
"1881",16.2
"1882",16.2
"1883",16.2
"1884",16.2
"1885",16.2
"1886",16.2
"1887",16.2
"1888",16.2
"1889",16.2
"1890",16.2
"1891",16.2
"1892",16.2
"1893",16.2
"1894",16.2
"1895",16.2
"1896",16.2
"1897",16.2
"1898",16.2
"1899",16.2
