"","x"
"1",0.9
"2",0.9
"3",0.9
"4",0.9
"5",1.8
"6",1.8
"7",1.8
"8",1.8
"9",1.8
"10",1.8
"11",1.8
"12",1.8
"13",1.8
"14",1.8
"15",1.8
"16",2.7
"17",2.7
"18",2.7
"19",2.7
"20",2.7
"21",2.7
"22",2.7
"23",2.7
"24",2.7
"25",2.7
"26",2.7
"27",2.7
"28",2.7
"29",2.7
"30",2.7
"31",3.6
"32",4.5
"33",4.5
"34",4.5
"35",4.5
"36",4.5
"37",4.5
"38",4.5
"39",4.5
"40",4.5
"41",4.5
"42",4.5
"43",4.5
"44",4.5
"45",4.5
"46",4.5
"47",5.4
"48",5.4
"49",5.4
"50",5.4
"51",5.4
"52",5.4
"53",5.4
"54",5.4
"55",5.4
"56",5.4
"57",5.4
"58",5.4
"59",5.4
"60",5.4
"61",5.4
"62",5.4
"63",5.4
"64",5.4
"65",5.4
"66",5.4
"67",5.4
"68",5.4
"69",6.3
"70",6.3
"71",6.3
"72",6.3
"73",6.3
"74",6.3
"75",6.3
"76",6.3
"77",6.3
"78",6.3
"79",6.3
"80",6.3
"81",6.3
"82",6.3
"83",6.3
"84",6.3
"85",6.3
"86",6.3
"87",6.3
"88",6.3
"89",6.3
"90",6.3
"91",6.3
"92",6.3
"93",6.3
"94",6.3
"95",6.3
"96",6.3
"97",6.3
"98",6.3
"99",6.3
"100",6.3
"101",6.3
"102",6.3
"103",6.3
"104",6.3
"105",6.3
"106",6.3
"107",7.2
"108",7.2
"109",7.2
"110",7.2
"111",7.2
"112",7.2
"113",7.2
"114",7.2
"115",7.2
"116",7.2
"117",7.2
"118",7.2
"119",7.2
"120",7.2
"121",7.2
"122",7.2
"123",7.2
"124",7.2
"125",7.2
"126",7.2
"127",7.2
"128",7.2
"129",7.2
"130",7.2
"131",7.2
"132",7.2
"133",7.2
"134",7.2
"135",7.2
"136",7.2
"137",7.2
"138",7.2
"139",7.2
"140",7.2
"141",7.2
"142",7.2
"143",7.2
"144",7.2
"145",7.2
"146",7.2
"147",7.2
"148",7.2
"149",7.2
"150",7.2
"151",7.2
"152",7.2
"153",7.2
"154",7.2
"155",7.2
"156",8.1
"157",8.1
"158",8.1
"159",8.1
"160",8.1
"161",8.1
"162",8.1
"163",8.1
"164",8.1
"165",8.1
"166",8.1
"167",8.1
"168",8.1
"169",8.1
"170",8.1
"171",8.1
"172",8.1
"173",8.1
"174",8.1
"175",8.1
"176",8.1
"177",8.1
"178",8.1
"179",8.1
"180",8.1
"181",8.1
"182",8.1
"183",8.1
"184",8.1
"185",8.1
"186",8.1
"187",8.1
"188",8.1
"189",8.1
"190",8.1
"191",8.1
"192",8.1
"193",8.1
"194",8.1
"195",8.1
"196",8.1
"197",8.1
"198",8.1
"199",8.1
"200",8.1
"201",8.1
"202",8.1
"203",8.1
"204",8.1
"205",8.1
"206",8.1
"207",8.1
"208",8.1
"209",8.1
"210",8.1
"211",8.1
"212",8.1
"213",8.1
"214",8.1
"215",8.1
"216",8.1
"217",9
"218",9
"219",9
"220",9
"221",9
"222",9
"223",9
"224",9
"225",9
"226",9
"227",9
"228",9
"229",9
"230",9
"231",9
"232",9
"233",9
"234",9
"235",9
"236",9
"237",9
"238",9
"239",9
"240",9
"241",9
"242",9
"243",9
"244",9
"245",9
"246",9
"247",9
"248",9
"249",9
"250",9
"251",9
"252",9
"253",9
"254",9
"255",9
"256",9
"257",9
"258",9
"259",9
"260",9
"261",9
"262",9
"263",9
"264",9
"265",9
"266",9
"267",9
"268",9
"269",9
"270",9
"271",9
"272",9
"273",9
"274",9
"275",9
"276",9
"277",9
"278",9
"279",9
"280",9
"281",9
"282",9
"283",9
"284",9
"285",9
"286",9
"287",9
"288",9
"289",9
"290",9
"291",9
"292",9
"293",9
"294",9
"295",9
"296",9
"297",9
"298",9
"299",9
"300",9
"301",9
"302",9
"303",9
"304",9
"305",9
"306",9
"307",9
"308",9
"309",9
"310",9
"311",9
"312",9
"313",9
"314",9
"315",9
"316",9
"317",9
"318",9
"319",9
"320",9.9
"321",9.9
"322",9.9
"323",9.9
"324",9.9
"325",9.9
"326",9.9
"327",9.9
"328",9.9
"329",9.9
"330",9.9
"331",9.9
"332",9.9
"333",9.9
"334",9.9
"335",9.9
"336",9.9
"337",9.9
"338",9.9
"339",9.9
"340",9.9
"341",9.9
"342",9.9
"343",9.9
"344",9.9
"345",9.9
"346",9.9
"347",9.9
"348",9.9
"349",9.9
"350",9.9
"351",9.9
"352",9.9
"353",9.9
"354",9.9
"355",9.9
"356",9.9
"357",9.9
"358",9.9
"359",9.9
"360",9.9
"361",9.9
"362",9.9
"363",9.9
"364",9.9
"365",9.9
"366",9.9
"367",9.9
"368",9.9
"369",9.9
"370",9.9
"371",9.9
"372",9.9
"373",9.9
"374",9.9
"375",9.9
"376",9.9
"377",9.9
"378",9.9
"379",9.9
"380",9.9
"381",9.9
"382",9.9
"383",9.9
"384",9.9
"385",9.9
"386",9.9
"387",9.9
"388",9.9
"389",9.9
"390",9.9
"391",9.9
"392",9.9
"393",9.9
"394",9.9
"395",9.9
"396",9.9
"397",9.9
"398",9.9
"399",9.9
"400",9.9
"401",9.9
"402",9.9
"403",9.9
"404",9.9
"405",9.9
"406",9.9
"407",9.9
"408",9.9
"409",9.9
"410",9.9
"411",9.9
"412",9.9
"413",9.9
"414",9.9
"415",9.9
"416",9.9
"417",9.9
"418",9.9
"419",9.9
"420",9.9
"421",9.9
"422",9.9
"423",9.9
"424",9.9
"425",9.9
"426",9.9
"427",9.9
"428",9.9
"429",9.9
"430",9.9
"431",9.9
"432",9.9
"433",9.9
"434",9.9
"435",9.9
"436",9.9
"437",9.9
"438",9.9
"439",9.9
"440",9.9
"441",9.9
"442",9.9
"443",9.9
"444",9.9
"445",9.9
"446",9.9
"447",9.9
"448",10.8
"449",11.7
"450",11.7
"451",11.7
"452",11.7
"453",11.7
"454",11.7
"455",11.7
"456",11.7
"457",11.7
"458",11.7
"459",11.7
"460",11.7
"461",11.7
"462",11.7
"463",11.7
"464",11.7
"465",11.7
"466",11.7
"467",11.7
"468",11.7
"469",11.7
"470",11.7
"471",11.7
"472",11.7
"473",11.7
"474",11.7
"475",11.7
"476",11.7
"477",11.7
"478",11.7
"479",11.7
"480",11.7
"481",11.7
"482",11.7
"483",11.7
"484",11.7
"485",11.7
"486",11.7
"487",11.7
"488",11.7
"489",11.7
"490",11.7
"491",11.7
"492",11.7
"493",11.7
"494",11.7
"495",11.7
"496",11.7
"497",11.7
"498",11.7
"499",11.7
"500",11.7
"501",12.6
"502",12.6
"503",12.6
"504",12.6
"505",12.6
"506",12.6
"507",12.6
"508",12.6
"509",12.6
"510",12.6
"511",12.6
"512",12.6
"513",12.6
"514",12.6
"515",12.6
"516",12.6
"517",12.6
"518",12.6
"519",12.6
"520",12.6
"521",12.6
"522",12.6
"523",12.6
"524",12.6
"525",12.6
"526",12.6
"527",12.6
"528",12.6
"529",12.6
"530",12.6
"531",12.6
"532",12.6
"533",12.6
"534",12.6
"535",12.6
"536",12.6
"537",12.6
"538",12.6
"539",12.6
"540",12.6
"541",12.6
"542",12.6
"543",12.6
"544",12.6
"545",12.6
"546",12.6
"547",12.6
"548",12.6
"549",12.6
"550",12.6
"551",12.6
"552",12.6
"553",12.6
"554",12.6
"555",12.6
"556",12.6
"557",12.6
"558",12.6
"559",12.6
"560",12.6
"561",12.6
"562",12.6
"563",12.6
"564",12.6
"565",12.6
"566",12.6
"567",12.6
"568",12.6
"569",12.6
"570",12.6
"571",12.6
"572",12.6
"573",12.6
"574",12.6
"575",12.6
